Name;Total_Trav;Total_Leng;Shape_Leng;Origin;Dest;Time
1001 - 2435;241.42398016378053;19313.91841310243;16474.24492445225;1001;2435;0:00:00
1001 - 1816;241.43779885364984;19315.02390829196;13554.575355375371;1001;1816;0:00:00
1001 - 4354;241.4613592952361;19316.908743618897;16777.34390462603;1001;4354;0:00:00
1001 - 1805;241.58821214481816;19327.05697158545;13561.520204743503;1001;1805;0:00:00
1001 - 1533;241.67107995973313;19333.686396778678;16712.229441826403;1001;1533;0:00:00
1001 - 4349;241.90540521705003;19352.432417363998;17469.76916132669;1001;4349;0:00:00
1001 - 3616;241.9500136401016;19356.00109120813;16703.42330151927;1001;3616;0:00:00
1001 - 2328;242.2101678989597;19376.813431916762;17254.175458254736;1001;2328;0:00:00
1001 - 2429;242.22278129266363;19377.82250341307;17199.60597839198;1001;2429;0:00:00
1001 - 2804;242.91541556313575;19433.23324505085;15222.279502687717;1001;2804;0:00:00
1001 - 2434;243.01837718024967;19441.470174419963;16798.87567551679;1001;2434;0:00:00
1001 - 1530;243.1154528690149;19449.236229521182;16431.35820734207;1001;1530;0:00:00
1001 - 2817;243.30005770503;19464.00461640238;16395.096056939317;1001;2817;0:00:00
1001 - 3640;243.47094786607826;19477.675829286265;16980.585776625172;1001;3640;0:00:00
1001 - 2723;243.8178953037126;19505.431624296998;15637.008837452166;1001;2723;0:00:00
1001 - 3655;244.0529914243916;19524.239313951337;16042.227174461375;1001;3655;0:00:00
1001 - 2726;244.25639389717963;19540.511511774374;15720.96363748014;1001;2726;0:00:00
1001 - 4308;244.8506953362277;19588.055626898225;15615.772858951763;1001;4308;0:00:00
1001 - 3617;244.88143501071946;19590.514800857563;16870.962259209882;1001;3617;0:00:00
1001 - 2445;245.24372429797447;19619.497943837938;16443.625490055707;1001;2445;0:00:00
1001 - 2444;245.67630594739913;19654.104475791908;16535.452610456334;1001;2444;0:00:00
1001 - 5401;245.81494554102773;19665.19564328223;15882.345552767387;1001;5401;0:00:00
1001 - 1807;245.95440425891425;19676.352340713143;15322.684757652803;1001;1807;0:00:00
1001 - 2402;246.0260138133954;19682.08110507161;16087.039132848477;1001;2402;0:00:00
1001 - 1826;246.0555327575959;19684.442620607664;15916.044206487732;1001;1826;0:00:00
1001 - 1531;246.1284266912301;19690.2741352984;16786.567421708107;1001;1531;0:00:00
1001 - 2430;246.42982591209858;19714.386072967867;17190.682487692593;1001;2430;0:00:00
1001 - 2442;246.4992549517672;19719.94039614136;17123.446931381295;1001;2442;0:00:00
1001 - 4310;247.09027294103313;19767.221835282653;16870.17390952483;1001;4310;0:00:00
1001 - 2438;247.1242143849879;19769.93715079902;16965.535014069228;1001;2438;0:00:00
1001 - 2427;247.19168327978568;19775.334662382844;16756.47634423634;1001;2427;0:00:00
1001 - 4324;247.20672900086728;19776.53832006939;15496.325242045914;1001;4324;0:00:00
1001 - 3641;247.22553283866745;19778.042627093408;16489.78742042671;1001;3641;0:00:00
1001 - 4350;247.51358681813255;19801.086945450603;17985.43306583592;1001;4350;0:00:00
1001 - 3612;247.58913377824973;19807.130702259983;17561.25598549844;1001;3612;0:00:00
1001 - 4355;248.30327957620503;19864.26236609641;16515.15498372586;1001;4355;0:00:00
1001 - 2431;248.38107663567288;19870.48613085382;17605.569650809863;1001;2431;0:00:00
1001 - 5806;248.5522261952148;19884.178095617168;17093.495121936336;1001;5806;0:00:00
1001 - 3227;249.0136895718381;19921.09516574704;15662.217458804264;1001;3227;0:00:00
1001 - 1536;249.02946027535094;19922.3568220281;17079.56057899955;1001;1536;0:00:00
1001 - 2729;249.03653529174403;19922.922823339522;15895.539514634596;1001;2729;0:00:00
1001 - 2710;249.21021958801208;19936.817567040976;16331.58263497515;1001;2710;0:00:00
1001 - 1534;249.24128596999984;19939.302877600017;17251.684499472627;1001;1534;0:00:00
1001 - 1850;249.31192704760133;19944.954163808114;14562.861769781524;1001;1850;0:00:00
1001 - 1506;249.33928953961586;19947.14316316926;16532.4934295312;1001;1506;0:00:00
1001 - 1851;249.50917192882648;19960.733754306115;14672.618523128185;1001;1851;0:00:00
1001 - 1944;249.6400850884693;19971.206807077542;13023.251656285225;1001;1944;0:00:00
1001 - 3656;249.88856504803024;19991.085203842424;16537.832585155265;1001;3656;0:00:00
1001 - 5801;249.93670991948213;19994.936793558558;16893.86526173967;1001;5801;0:00:00
1001 - 1511;250.6195736666579;20049.565893332638;16285.95412766272;1001;1511;0:00:00
1001 - 2419;250.8845670204073;20070.765361632577;16647.81079332059;1001;2419;0:00:00
1001 - 1818;250.95363969171035;20076.291175336803;14158.571639187176;1001;1818;0:00:00
1001 - 2440;251.25270394654686;20100.216315723726;17400.29307983799;1001;2440;0:00:00
1001 - 1513;251.40813704250417;20112.650963400352;17302.5364341375;1001;1513;0:00:00
1001 - 1532;251.51850031842517;20121.48002547403;17023.762422486776;1001;1532;0:00:00
1001 - 2811;251.53982229682882;20123.18578374629;16536.67378014741;1001;2811;0:00:00
1001 - 3637;251.8628971906681;20149.031775253457;17240.024974201104;1001;3637;0:00:00
1001 - 2913;251.8638475573893;20149.107804591153;16494.540016499348;1001;2913;0:00:00
1001 - 2819;252.10126545104518;20168.101236083607;15907.737752365818;1001;2819;0:00:00
1001 - 2820;252.1205266996576;20169.642135972605;14908.47941552458;1001;2820;0:00:00
1001 - 3638;252.31176006613038;20184.940805290425;17350.456282170468;1001;3638;0:00:00
1001 - 1817;252.33120811116237;20186.496648892964;13558.998121388015;1001;1817;0:00:00
1001 - 2439;252.46366697081046;20197.093357664828;17103.518009129904;1001;2439;0:00:00
1001 - 3226;252.91044143921445;20232.835315137167;16590.795852754203;1001;3226;0:00:00
1001 - 2822;253.06912230168842;20245.529784135044;17029.179339872677;1001;2822;0:00:00
1001 - 2806;253.1065599304144;20248.524794433153;16247.662300459622;1001;2806;0:00:00
1001 - 2404;253.3744565955444;20269.956527643524;17569.256635739603;1001;2404;0:00:00
1001 - 1535;253.45693494274715;20276.554795419805;17540.160836731357;1001;1535;0:00:00
1001 - 2914;253.74785158013458;20299.828126410775;16707.431330690095;1001;2914;0:00:00
1001 - 3619;253.81553165482669;20305.242532386146;17057.0355121289;1001;3619;0:00:00
1001 - 2422;254.12902543841045;20330.32203507284;17021.115258536367;1001;2422;0:00:00
1001 - 4309;254.19188854870853;20335.351083896687;17134.85135424125;1001;4309;0:00:00
1001 - 3639;255.15007213747157;20412.005770997737;17526.26850094645;1001;3639;0:00:00
1001 - 1812;255.28923023022128;20423.1384184177;16081.219001638296;1001;1812;0:00:00
1001 - 3611;255.3260399174857;20426.083193398852;17810.840873611283;1001;3611;0:00:00
1001 - 2719;255.39628753225185;20431.703002580158;16730.470052976358;1001;2719;0:00:00
1001 - 1820;255.45909229311408;20436.727383449117;13981.207581621155;1001;1820;0:00:00
1001 - 1537;255.61658908527173;20449.327126821765;17833.149422129776;1001;1537;0:00:00
1001 - 2920;255.6321516446728;20450.572131573834;16111.307892774836;1001;2920;0:00:00
1001 - 1945;255.6383376595889;20451.0670127671;13112.50725648181;1001;1945;0:00:00
1001 - 1507;255.65345788516362;20452.276630813125;17619.272715363524;1001;1507;0:00:00
1001 - 4348;255.69605986941602;20455.684789553277;18349.059435455765;1001;4348;0:00:00
1001 - 1529;255.86462255335368;20469.16980426829;17380.977094873422;1001;1529;0:00:00
1001 - 1512;256.080438634324;20486.435090745923;17430.097783012603;1001;1512;0:00:00
1001 - 5805;256.10157112418216;20488.125689934543;16895.69373309963;1001;5805;0:00:00
1001 - 2705;256.17666971540933;20494.133577232747;17027.50599097665;1001;2705;0:00:00
1001 - 4335;256.705235060098;20536.418804807843;17408.73365468032;1001;4335;0:00:00
1001 - 3636;256.7252989128084;20538.02391302468;17769.93358791573;1001;3636;0:00:00
1001 - 4313;256.85697617311064;20548.55809384885;13176.53393722948;1001;4313;0:00:00
1001 - 2823;257.2341387095651;20578.7310967652;17291.718640641397;1001;2823;0:00:00
1001 - 2809;257.6213245437105;20609.705963496832;17263.645587868148;1001;2809;0:00:00
1001 - 3086;257.9646878960295;20637.17503168236;18144.782516762883;1001;3086;0:00:00
1001 - 2423;258.2295632888227;20658.365063105815;17426.2649380369;1001;2423;0:00:00
1001 - 4364;258.23311986020525;20658.64958881642;15539.488043262812;1001;4364;0:00:00
1001 - 2418;258.3256475323553;20666.05180258842;17129.32535510105;1001;2418;0:00:00
1001 - 4365;258.5896570318214;20687.17256254571;16563.659372102073;1001;4365;0:00:00
1001 - 2824;258.6275463292974;20690.20370634378;17466.032349688256;1001;2824;0:00:00
1001 - 3202;258.6822372496048;20694.57897996837;16242.043211200704;1001;3202;0:00:00
1001 - 2708;258.716385816315;20697.310865305204;16839.2394290538;1001;2708;0:00:00
1001 - 1510;258.8983596514218;20711.868772113736;17653.771877192565;1001;1510;0:00:00
1001 - 1821;258.91404556790536;20713.123645432417;14365.719446152241;1001;1821;0:00:00
1001 - 2415;258.9516219533638;20716.129756269103;17758.929141164437;1001;2415;0:00:00
1001 - 4357;259.4498543983638;20755.988351869102;18035.51225065101;1001;4357;0:00:00
1001 - 3642;259.4675013456482;20757.40010765186;17511.703228332237;1001;3642;0:00:00
1001 - 4356;259.48057106265486;20758.445685012404;17436.741561716182;1001;4356;0:00:00
1001 - 4358;259.48057106265486;20758.445685012404;18350.70189078904;1001;4358;0:00:00
1001 - 2812;259.53549501359885;20762.839601087893;17003.47699905097;1001;2812;0:00:00
1001 - 5804;259.921407961733;20793.712636938635;17857.072604455014;1001;5804;0:00:00
1001 - 1836;259.9654157994415;20797.23326395529;14951.571650458533;1001;1836;0:00:00
1001 - 1829;260.02076177520644;20801.66094201651;13714.68145690486;1001;1829;0:00:00
1001 - 5802;260.37202658993044;20829.762127194415;17619.44729263769;1001;5802;0:00:00
1001 - 4336;260.69094792085576;20855.27583366846;18211.433012795696;1001;4336;0:00:00
1001 - 1538;260.82076710223936;20865.661368179175;18042.154303075946;1001;1538;0:00:00
1001 - 2401;260.95499147875853;20876.399318300675;17671.038927380687;1001;2401;0:00:00
1001 - 3647;261.01609916924195;20881.287933539363;17872.296759195713;1001;3647;0:00:00
1001 - 2417;261.41434214626;20913.147371700772;18287.820024211716;1001;2417;0:00:00
1001 - 3225;261.42992114804974;20914.393691843987;17299.51939164649;1001;3225;0:00:00
1001 - 1557;261.7533784836206;20940.270278689677;18046.783643634197;1001;1557;0:00:00
1001 - 2724;261.80713533766374;20944.5708270131;17005.24954825034;1001;2724;0:00:00
1001 - 1813;261.97550886675043;20958.04070934003;17229.8761422353;1001;1813;0:00:00
1001 - 2301;262.4964087096004;20999.712696768027;19062.78630394077;1001;2301;0:00:00
1001 - 3618;262.55424167514406;21004.33933401152;17721.951117877066;1001;3618;0:00:00
1001 - 3643;262.6108494385806;21008.86795508645;17200.54123396183;1001;3643;0:00:00
1001 - 1509;262.6496106556007;21011.968852448088;18242.48331489554;1001;1509;0:00:00
1001 - 1815;262.7953813941424;21023.63051153139;14431.602609575386;1001;1815;0:00:00
1001 - 4311;262.8318085902472;21026.544687219794;17488.859810189424;1001;4311;0:00:00
1001 - 1809;263.14866600970004;21051.893280776;14740.7147033025;1001;1809;0:00:00
1001 - 1839;263.1562010507924;21052.496084063365;14801.026567693616;1001;1839;0:00:00
1001 - 2308;263.25871138126524;21060.696910501214;18573.834286818867;1001;2308;0:00:00
1001 - 3648;263.2872148629037;21062.97718903229;17460.49548527488;1001;3648;0:00:00
1001 - 3030;263.2959651160117;21063.677209280933;18626.024545535158;1001;3030;0:00:00
1001 - 2709;263.5116027584614;21080.92822067692;17342.081134393844;1001;2709;0:00:00
1001 - 4302;263.873399813346;21109.871985067686;17249.890826548333;1001;4302;0:00:00
1001 - 1811;263.93525015638386;21114.820012510703;15715.668169251487;1001;1811;0:00:00
1001 - 4346;264.62523645540284;21170.018916432226;19433.169304157418;1001;4346;0:00:00
1001 - 2818;264.9858380359927;21198.86704287941;16795.064360609947;1001;2818;0:00:00
1001 - 1830;265.4304488692155;21234.43590953725;16352.12183262062;1001;1830;0:00:00
1001 - 2314;265.6129098185081;21249.032785480646;19245.672880902242;1001;2314;0:00:00
1001 - 2437;265.77379135380926;21261.90330830473;18303.97760833144;1001;2437;0:00:00
1001 - 1828;265.87441725695055;21269.953380556028;15238.486678469297;1001;1828;0:00:00
1001 - 3013;266.18250782055003;21294.600625644005;18252.6543779686;1001;3013;0:00:00
1001 - 1543;266.46802049089337;21317.441639271474;18127.581916905227;1001;1543;0:00:00
1001 - 2432;266.5842714877388;21326.741719019097;17740.852777940527;1001;2432;0:00:00
1001 - 1814;266.7632421417136;21341.059371337084;16846.35818277206;1001;1814;0:00:00
1001 - 3229;266.8554886531154;21348.439092249217;17036.760634288054;1001;3229;0:00:00
1001 - 1540;266.8695116966518;21349.560935732174;18568.6288324964;1001;1540;0:00:00
1001 - 1810;267.142344161057;21371.38753288455;14758.455140159249;1001;1810;0:00:00
1001 - 4301;267.4505049350317;21396.040394802538;17642.72353515722;1001;4301;0:00:00
1001 - 2309;267.6128430799521;21409.027446396176;19631.060542543088;1001;2309;0:00:00
1001 - 3085;268.02886673998125;21442.309339198502;18642.812391402695;1001;3085;0:00:00
1001 - 2718;268.0644182286675;21445.15345829339;17505.526073698587;1001;2718;0:00:00
1001 - 1541;268.07736099667284;21446.188879733836;18153.573659559574;1001;1541;0:00:00
1001 - 1837;268.1955964510864;21455.647716086893;15569.30035922662;1001;1837;0:00:00
1001 - 5803;268.22291782713245;21457.833426170575;18447.45904194086;1001;5803;0:00:00
1001 - 1539;268.475130893516;21478.01047148132;18596.81585381088;1001;1539;0:00:00
1001 - 4312;268.5583948883477;21484.671591067832;17283.982990080738;1001;4312;0:00:00
1001 - 5001;268.96805471125595;21517.44437690048;17911.780458137084;1001;5001;0:00:00
1001 - 2826;269.00498794698944;21520.399035759132;17903.728821041088;1001;2826;0:00:00
1001 - 4347;269.0436499048513;21523.4919923881;19062.59249822185;1001;4347;0:00:00
1001 - 1845;269.22695549676916;21538.156439741517;15388.250490056476;1001;1845;0:00:00
1001 - 1846;269.4365423120206;21554.923384961647;15235.106586461823;1001;1846;0:00:00
1001 - 2441;270.0482991079372;21603.863928634957;17742.220350187858;1001;2441;0:00:00
1001 - 2808;270.1583183799709;21612.66547039767;17957.376629416685;1001;2808;0:00:00
1001 - 2825;270.811724524217;21664.93796193735;18391.768176013284;1001;2825;0:00:00
1001 - 3222;270.9277699161099;21674.2215932888;17764.115012907074;1001;3222;0:00:00
1001 - 4344;271.0678375871376;21685.427006971007;19465.4763938464;1001;4344;0:00:00
1001 - 3084;271.23438641991834;21698.75091359347;19275.3618089844;1001;3084;0:00:00
1001 - 3230;271.43534832749765;21714.827866199805;17523.265175773002;1001;3230;0:00:00
1001 - 1550;271.63782835260844;21731.02626820871;18981.426137457882;1001;1550;0:00:00
1001 - 1542;271.8478059154806;21747.82447323844;18385.546887690245;1001;1542;0:00:00
1001 - 3242;272.02446483631223;21761.957186904958;18549.2449243113;1001;3242;0:00:00
1001 - 2707;272.1718111444814;21773.744891558512;17886.543593634575;1001;2707;0:00:00
1001 - 3071;272.181264365804;21774.501149264317;18713.368809515425;1001;3071;0:00:00
1001 - 3083;272.41379891169447;21793.103912935556;19476.284618117526;1001;3083;0:00:00
1001 - 3644;272.43370006138;21794.696004910402;17279.44291071094;1001;3644;0:00:00
1001 - 3241;272.5105187381617;21800.841499052927;17970.08964497549;1001;3241;0:00:00
1001 - 3621;272.6861850298397;21814.894802387185;17385.152946967213;1001;3621;0:00:00
1001 - 4360;272.7411990997339;21819.29592797871;19349.27108959671;1001;4360;0:00:00
1001 - 1835;272.79253292825354;21823.402634260285;16663.69561114079;1001;1835;0:00:00
1001 - 3622;273.0261638915736;21842.093111325878;17615.118399965733;1001;3622;0:00:00
1001 - 2405;273.0356192346224;21842.849538769777;19304.13727097424;1001;2405;0:00:00
1001 - 2631;273.4032607886916;21872.26086309532;18579.613963791016;1001;2631;0:00:00
1001 - 1834;273.51661957817663;21881.329566254128;17313.769398910405;1001;1834;0:00:00
1001 - 4343;273.5218577275542;21881.74861820433;20409.818604536245;1001;4343;0:00:00
1001 - 4345;273.5218577275542;21881.74861820433;20387.952989646823;1001;4345;0:00:00
1001 - 3072;273.6028020919392;21888.22416735514;17970.2740678392;1001;3072;0:00:00
1001 - 3605;273.7978061470972;21903.824491767788;16359.438393715585;1001;3605;0:00:00
1001 - 3623;274.0004641406353;21920.037131250843;16724.74975699773;1001;3623;0:00:00
1001 - 3620;274.6413139349498;21971.305114795985;17862.709663523052;1001;3620;0:00:00
1001 - 3650;275.06309035274444;22005.04722821956;17884.0109114304;1001;3650;0:00:00
1001 - 4901;275.1292219917196;22010.337759337555;16749.36902134416;1001;4901;0:00:00
1001 - 2416;275.15750180141043;22012.60014411282;18426.2893039968;1001;2416;0:00:00
1001 - 1609;275.8628589206925;22069.028713655454;19027.972627048865;1001;1609;0:00:00
1001 - 3015;276.0810295382283;22086.48236305828;18395.664841223053;1001;3015;0:00:00
1001 - 1852;276.2481738700058;22099.85390960045;14687.213957131245;1001;1852;0:00:00
1001 - 4601;276.2981045739574;22103.84836591657;14336.776213901428;1001;4601;0:00:00
1001 - 4337;276.3966182436271;22111.729459490165;19085.972982115607;1001;4337;0:00:00
1001 - 2714;276.4053922869216;22112.431382953746;18067.202088344548;1001;2714;0:00:00
1001 - 5002;276.5610092550856;22124.88074040685;18730.19919755101;1001;5002;0:00:00
1001 - 2331;276.6821229746529;22134.569837972227;20593.636394308356;1001;2331;0:00:00
1001 - 1602;277.07158323814343;22165.726659051466;17788.24803432339;1001;1602;0:00:00
1001 - 1853;277.38246281022936;22190.59702481833;16078.323464616326;1001;1853;0:00:00
1001 - 1843;277.4293984381322;22194.35187505057;16035.738266258642;1001;1843;0:00:00
1001 - 1833;277.745219037813;22219.617523025037;17370.731606288722;1001;1833;0:00:00
1001 - 3216;277.78992718404044;22223.19417472322;18440.7910023617;1001;3216;0:00:00
1001 - 1604;278.293339831742;22263.467186539394;19360.929129206288;1001;1604;0:00:00
1001 - 2622;278.30327478591846;22264.261982873526;19338.8706275351;1001;2622;0:00:00
1001 - 3649;278.47022245712657;22277.61779657013;18027.103751224742;1001;3649;0:00:00
1001 - 1831;278.48713447093655;22278.97075767493;15906.181861362085;1001;1831;0:00:00
1001 - 2414;278.6114870690943;22288.918965527548;19213.85627374795;1001;2414;0:00:00
1001 - 3203;279.3519083303077;22348.15266642461;18131.791077538444;1001;3203;0:00:00
1001 - 1842;279.71058387878;22376.846710302387;16653.521333127494;1001;1842;0:00:00
1001 - 1819;280.02932640910973;22402.34611272876;16529.020061912037;1001;1819;0:00:00
1001 - 4303;280.0462210165721;22403.6976813258;18323.43193182416;1001;4303;0:00:00
1001 - 2322;280.18686418879577;22414.94913510367;20485.54473432131;1001;2322;0:00:00
1001 - 3201;280.730204832265;22458.416386581182;18280.150062668905;1001;3201;0:00:00
1001 - 3014;280.9707203268502;22477.657626148022;18584.707210756842;1001;3014;0:00:00
1001 - 4602;281.2003885883875;22496.03108707099;14251.115825998313;1001;4602;0:00:00
1001 - 3049;281.2766890026223;22502.135120209776;20109.575524416367;1001;3049;0:00:00
1001 - 2325;281.3592442719543;22508.73954175634;20506.99498661864;1001;2325;0:00:00
1001 - 3220;281.5752345128546;22526.01876102837;18621.04799951859;1001;3220;0:00:00
1001 - 4366;281.6239682496637;22529.917459973087;17463.310316260715;1001;4366;0:00:00
1001 - 3217;281.7092455254771;22536.73964203817;19464.309290133173;1001;3217;0:00:00
1001 - 3073;281.9211768584104;22553.694148672843;18261.829619636952;1001;3073;0:00:00
1001 - 2621;282.0863038627371;22566.904309019003;19491.200528352507;1001;2621;0:00:00
1001 - 3075;282.3250285430052;22586.002283440426;18559.74246185961;1001;3075;0:00:00
1001 - 3070;282.7236927684893;22617.895421479152;19281.08864245951;1001;3070;0:00:00
1001 - 2620;282.7265571339014;22618.124570712112;19066.40521861612;1001;2620;0:00:00
1001 - 2329;283.17908652602796;22654.326922082237;21194.289791210653;1001;2329;0:00:00
1001 - 3228;283.4548519856296;22676.38815885036;17094.076768948125;1001;3228;0:00:00
1001 - 1824;283.5258181406146;22682.06545124917;16552.632192688903;1001;1824;0:00:00
1001 - 2310;283.8768937770592;22710.15150216472;20792.035575402206;1001;2310;0:00:00
1001 - 3029;283.9866310003979;22718.93048003183;19502.213610669227;1001;3029;0:00:00
1001 - 4339;284.0768511088696;22726.148088709575;20202.462388367614;1001;4339;0:00:00
1001 - 3028;284.1321577422208;22730.572619377665;20118.586099856337;1001;3028;0:00:00
1001 - 1825;284.1633481035458;22733.067848283667;16554.617194938146;1001;1825;0:00:00
1001 - 3010;284.2895228951068;22743.161831608544;19464.779788439548;1001;3010;0:00:00
1001 - 2623;284.4294640387947;22754.3571231036;19742.06214568248;1001;2623;0:00:00
1001 - 3758;284.8308127998868;22786.465023990942;21702.464697198924;1001;3758;0:00:00
1001 - 1838;285.0130373003675;22801.042984029384;15574.539392867786;1001;1838;0:00:00
1001 - 3074;285.13665728199425;22810.93258255954;18839.51963590863;1001;3074;0:00:00
1001 - 1603;285.28142061382476;22822.513649105967;19135.935516748457;1001;1603;0:00:00
1001 - 2406;285.3051221135685;22824.409769085443;19382.69937873349;1001;2406;0:00:00
1001 - 2601;285.36942192297926;22829.553753838383;20084.01569731258;1001;2601;0:00:00
1001 - 2408;285.46481877084;22837.1855016672;20352.60297754221;1001;2408;0:00:00
1001 - 4338;285.748266720518;22859.861337641447;20350.91890934424;1001;4338;0:00:00
1001 - 2619;285.8654711078494;22869.237688627945;19583.753694484065;1001;2619;0:00:00
1001 - 1855;285.9770828272269;22878.166626178143;16236.717511560346;1001;1855;0:00:00
1001 - 2706;286.17940010661005;22894.352008528807;18172.17625669111;1001;2706;0:00:00
1001 - 3221;286.27876754654784;22902.301403723824;18705.449654666318;1001;3221;0:00:00
1001 - 3896;286.898305980204;22951.86447841629;19374.375103119328;1001;3896;0:00:00
1001 - 2332;287.2644062443058;22981.152499544467;21530.513815013834;1001;2332;0:00:00
1001 - 1832;287.6653594617562;23013.22875694051;17242.414173048368;1001;1832;0:00:00
1001 - 3231;287.8936720509794;23031.49376407834;18699.082425607816;1001;3231;0:00:00
1001 - 2732;287.91336255075333;23033.069004060264;19122.820186555025;1001;2732;0:00:00
1001 - 2323;287.9377408345485;23035.01926676389;21208.476575032088;1001;2323;0:00:00
1001 - 3052;288.14637159475126;23051.709727580113;19761.3085919605;1001;3052;0:00:00
1001 - 4104;288.27871006335243;23062.2968050682;19302.68227013683;1001;4104;0:00:00
1001 - 2733;288.6263256070617;23090.106048564947;18933.117449299185;1001;2733;0:00:00
1001 - 3027;289.5641889779945;23165.13511823957;20976.13838467571;1001;3027;0:00:00
1001 - 3017;289.6160638362868;23169.285106902935;18620.31062895408;1001;3017;0:00:00
1001 - 1610;289.81357976659257;23185.08638132744;19515.252667090746;1001;1610;0:00:00
1001 - 4359;290.1509570002268;23212.076560018144;19224.686423857198;1001;4359;0:00:00
1001 - 4103;290.46853001205847;23237.482400964676;18571.679000489094;1001;4103;0:00:00
1001 - 2725;290.8455036979881;23267.640295839046;18776.53686639667;1001;2725;0:00:00
1001 - 2318;290.99239627769293;23279.39170221543;21572.891941931208;1001;2318;0:00:00
1001 - 3018;291.15944812187246;23292.75584974981;19316.20050862054;1001;3018;0:00:00
1001 - 3053;291.1685282060225;23293.482256481817;19637.501729884345;1001;3053;0:00:00
1001 - 2717;291.3802383527091;23310.419068216717;18986.781847007594;1001;2717;0:00:00
1001 - 3082;291.8920112274845;23351.36089819877;20216.799707117374;1001;3082;0:00:00
1001 - 5004;291.9489611524051;23355.916892192417;19270.420007252174;1001;5004;0:00:00
1001 - 4105;292.0778130974245;23366.22504779397;19201.607580009364;1001;4105;0:00:00
1001 - 3224;292.38568288669813;23390.854630935868;18978.48242613683;1001;3224;0:00:00
1001 - 4307;292.78053928199563;23422.44314255968;19474.763143639604;1001;4307;0:00:00
1001 - 2326;293.44816734256045;23475.853387404837;21117.877938421578;1001;2326;0:00:00
1001 - 3081;293.6447048974722;23491.576391797764;20249.691533924884;1001;3081;0:00:00
1001 - 2317;293.66654495614534;23493.323596491628;21708.848814564994;1001;2317;0:00:00
1001 - 2324;293.6676197502658;23493.409580021285;21663.704847352292;1001;2324;0:00:00
1001 - 3009;293.9818758405085;23518.55006724069;20745.93732790173;1001;3009;0:00:00
1001 - 3068;293.99430250306295;23519.544200245047;20933.537719224463;1001;3068;0:00:00
1001 - 3011;294.3022600707945;23544.180805663564;20239.502289398544;1001;3011;0:00:00
1001 - 5003;294.73628270309524;23578.902616247622;19058.481065234344;1001;5003;0:00:00
1001 - 2607;295.35868884240534;23628.69510739246;20428.030199408808;1001;2607;0:00:00
1001 - 2413;296.3464106170417;23707.712849363324;20322.412099232864;1001;2413;0:00:00
1001 - 4101;296.9761097397445;23758.08877917956;18146.885787328127;1001;4101;0:00:00
1001 - 2602;297.0490221023086;23763.921768184657;20089.45114538684;1001;2602;0:00:00
1001 - 2421;297.16121444654146;23772.897155723316;21295.827695268476;1001;2421;0:00:00
1001 - 4102;297.5612128433828;23804.897027470626;17997.879778379265;1001;4102;0:00:00
1001 - 3047;297.7176998604302;23817.41598883443;19880.0759683573;1001;3047;0:00:00
1001 - 3223;297.9365008059516;23834.92006447613;18992.8514083254;1001;3223;0:00:00
1001 - 2321;298.5449590437096;23883.596723496757;22275.322244798183;1001;2321;0:00:00
1001 - 2716;299.0284123124401;23922.2729849952;19710.24963283484;1001;2716;0:00:00
1001 - 2330;299.0905612086929;23927.24489669544;21860.188675803212;1001;2330;0:00:00
1001 - 2327;299.1837283132017;23934.69826505615;21716.42249559271;1001;2327;0:00:00
1001 - 2407;299.27406126069525;23941.92490085563;20530.803408407006;1001;2407;0:00:00
1001 - 3069;299.3913735578335;23951.309884626684;21366.723486207255;1001;3069;0:00:00
1001 - 4340;299.56588352817624;23965.270682254115;21493.900512223707;1001;4340;0:00:00
1001 - 5006;299.64380177459674;23971.504141967747;20046.595580351863;1001;5006;0:00:00
1001 - 3019;299.6953496051666;23975.627968413348;20088.04494576033;1001;3019;0:00:00
1001 - 4304;299.8914382174441;23991.31505739555;20162.817966944003;1001;4304;0:00:00
1001 - 3066;300.1282378606142;24010.259028849123;20712.680516712808;1001;3066;0:00:00
1001 - 2734;300.15559028797963;24012.44722303837;20027.9424312087;1001;2734;0:00:00
1001 - 4135;300.1876996055409;24015.01596844328;19740.2174999366;1001;4135;0:00:00
1001 - 4603;300.49895420028724;24039.916336022965;15626.725083184741;1001;4603;0:00:00
1001 - 4134;300.5409185420299;24043.273483362398;18749.20825163272;1001;4134;0:00:00
1001 - 1840;301.1823703977052;24094.589631816405;17660.67934667773;1001;1840;0:00:00
1001 - 4361;301.3469342182465;24107.75473745973;20674.454127415614;1001;4361;0:00:00
1001 - 4362;301.3634381289791;24109.075050318334;21761.510863510306;1001;4362;0:00:00
1001 - 2320;301.4345590484502;24114.764723876007;22415.51926165749;1001;2320;0:00:00
1001 - 2715;301.8466226431947;24147.729811455567;19783.231202930845;1001;2715;0:00:00
1001 - 3016;301.9922380610265;24159.379044882113;18945.013014942186;1001;3016;0:00:00
1001 - 3035;302.81268783082277;24225.015026465826;22052.48062123827;1001;3035;0:00:00
1001 - 5008;302.82047013692727;24225.63761095417;20442.592777464528;1001;5008;0:00:00
1001 - 3012;303.0376507548558;24243.012060388482;19894.570553893536;1001;3012;0:00:00
1001 - 3757;303.0414178044608;24243.313424356846;22536.822762562628;1001;3757;0:00:00
1001 - 4139;303.4309554845988;24274.476438767906;19995.29542691389;1001;4139;0:00:00
1001 - 3205;303.5190517620153;24281.524140961203;19624.828831568026;1001;3205;0:00:00
